68.2667	66.4667	  63.4	56.6667	51.6667	    25	8.33333	-10.5455	-19.4203	-25.6111	-28.16	-34.1026	-38.7654	-44.4762	-49.0575	-51.6889	-53.5914	   -56	-57.697	-59.5294	
  70.2	68.3333	  65.2	64.2667	62.0667	61.0667	  22.4	4.46667	-11.3043	-21.2222	-25.3867	-28.9231	-33.679	-39.619	-45.6092	-48.4444	-50.4946	-52.875	-54.6667	-56.9412	
73.1333	71.4667	68.4667	67.4667	65.3333	  64.2	59.6667	  21.2	3.66667	-11.8333	-21.3867	-25.6923	-28.3457	-34.0476	-38.2529	-42.8889	-47.0968	-49.625	-51.5152	-53.8824	
74.0667	72.4667	  69.6	68.3333	66.5333	65.2667	    61	  22.8	4.86667	-11.0556	-19.7867	-25.3333	-27.8025	-33.1429	-37.0575	-41.4222	-46.2366	-49.375	-51.2727	-53.6078	
  76.4	    75	71.6667	70.5333	  68.8	67.4667	    63	  55.4	20.3333	1.06667	-11.8933	-21.7949	-25.0864	-28.4286	-32.2299	-36.9333	-40.9892	-46.25	-48.202	-50.6667	
77.1333	75.8667	  72.6	71.5333	  69.8	68.3333	64.1333	60.8667	22.1333	4.46667	-10.9333	-20.2564	-24.7407	-27.9524	-31.4943	-35.9111	-39.6559	-43.7083	-47.9596	-50.3922	
82.1587	81.1429	77.7143	75.8095	74.4762	72.9524	68.6984	65.0159	60.7619	23.5556	5.5873	-9.84615	-17.8272	-23.8095	-26.023	 -28.4	-31.871	-36.2083	-39.7576	-43.9216	
86.6667	85.8182	81.0303	78.7273	77.4545	75.9394	71.8788	68.4242	64.4848	53.8182	22.4848	5.51515	-10.4198	-19.2857	-23.4023	-26.5333	-28.4301	 -32.5	-35.7172	-39.2941	
    88	87.3043	86.087	85.7971	84.9855	81.3913	76.5217	72.3478	68.5217	65.4493	61.7391	24.1739	8.86957	-2.04762	-12.046	-20.0444	-24.3871	-26.875	-28.6061	-32.4706	
    89	88.3333	87.3889	    87	86.1667	85.9444	79.5556	75.1667	71.5556	68.4444	    65	29.7778	23.2222	8.94444	-0.551724	-12.3111	-20.043	-23.375	-26.8687	-29.2941	
90.1867	  89.6	88.5867	88.2133	 87.52	  87.2	85.6533	79.1467	75.2533	 71.84	 68.48	  65.6	62.3467	24.7467	17.0133	5.06667	-10.6667	-12.9583	-20.8485	-24.1961	
91.0256	90.4615	89.5385	89.1795	88.5128	88.2051	86.8205	81.5385	77.6923	74.3077	71.1282	68.4615	65.3333	29.5897	24.8205	16.5641	5.64103	-10.9583	-12.7677	-17.6471	
92.0988	91.6049	90.6667	90.3704	89.7778	89.3333	87.9506	86.8148	82.3704	77.6296	74.4198	71.5062	68.4938	66.0741	35.2593	26.4691	22.5679	13.1358	2.66667	-11.6078	
92.7619	92.3333	91.5238	91.1429	90.619	90.1905	88.8571	87.8095	85.2381	79.7619	76.619	73.8571	70.9524	68.5714	66.3333	32.4762	26.8571	22.8095	14.2381	-4.54902	
93.5632	93.1954	92.4138	91.908	91.4483	91.0345	89.7471	88.6897	87.3103	82.8966	79.4483	76.1839	73.3793	70.8046	68.5057	66.7126	33.6552	27.4483	24.1379	15.954	
94.0889	93.7333	92.9333	92.4444	    92	  91.6	  90.4	89.3333	88.0444	84.8444	81.1111	77.8667	74.9778	72.6222	70.4889	68.6667	40.7556	32.1778	  27.2	22.9333	
94.8387	94.5806	93.7204	93.1613	92.7742	92.3871	91.1828	90.0645	88.8602	87.871	83.828	79.828	77.1183	74.5806	72.3871	70.5806	68.6882	39.871	32.8602	27.6559	
 95.25	    95	94.1667	93.6667	93.2917	92.9167	91.7083	90.6667	  89.5	88.5417	86.7083	81.5833	78.7917	76.1667	74.0833	72.375	  70.5	68.9583	38.0833	31.9167	
    96	95.7576	94.9091	94.3434	94.0202	93.5758	92.4848	91.3535	90.2222	89.2525	88.1212	83.7576	80.8081	78.0202	75.9192	74.101	72.2424	70.7475	68.9697	38.2626	
96.4706	96.3137	95.3333	94.902	94.6275	94.1176	92.9412	91.8824	90.7843	89.8431	88.8235	85.4118	82.2745	79.3725	77.3333	75.6078	73.8431	72.2745	70.4706	42.8627	
