27.1571	-10.7587	-26.3857	-28.956	1.62857	39.2587	-12.5492	-9.20635	-9.90635	3.82698	-8.17331	15.7143	-10.1127	9.06667	3.43016	11.7635	-31.4683	-29.1127	-51.3346	-45.3671	-36.0476	-19.9016	-30.4444	-15.9111	-13.8663	-2.56825	-42.6889	-27.1397	-35.619	-26.7063	-16.6032	-21.334	-5.84127	-24.3601	39.7683	29.0397	-25.5587	-50.2842	-4.24286	-17.7873	-8.07302	-15.0016	-11.0698	5.79683	5.01746	-4.12857	-46.518	-35.1381	-36.7143	-47.0791	-47.0555	-30.0206	-10.4365	-9.18889	-32.7683	-6.36984	
41.8889	-1.21746	33.4556	67.8286	-62.7222	-38.8492	-0.704762	12.6095	35.5651	33.6397	68.9778	60.219	-55.0952	-30.9397	-53.7381	-34.5746	12.4873	8.55556	11.2014	6.76575	-65.6254	-46.746	-67.3063	-48.2952	67.746	61.5619	-58.9349	-30.5762	-55.1587	-39.127	-46.2762	4.9873	-40.119	-2.13175	-35.1048	-43.2222	13.9921	18.1302	-46.1429	-48.0413	62.0778	-31.2714	-35.2159	-11.4286	-8.22222	-52.2381	20.6984	-45.1984	-47.9762	-31.205	-36.4191	-67.2794	-12.1333	-7.97619	-56.3095	-39.2778	
58.3254	-4.85873	28.4762	50.4921	-40.8762	30.3175	22.7619	30.8175	46.3175	56.0159	48.9683	56.4762	-23.2968	35.881	21.0952	56.3333	11.5476	13.2603	8.45734	6.99395	-48.6556	-10.127	-4.34921	26.0365	39.3835	44.0317	-11.5857	18.7238	-2.50794	33.2619	-11.0651	18.7508	35.4206	31.8824	17.1921	-9.1127	30.3492	12.8473	-4.35397	32.254	54.1746	17.1317	47.9286	48.0397	67.381	6.94286	-0.739538	-10.319	21.0794	-14.3924	13.3103	-27.319	27.2619	48.381	-17.5571	7.07599	
74.3289	-22.1857	49.6784	68.7571	-23.5319	25.4504	-22.2836	11.2454	48.5081	76.3915	82.3152	81.2889	0.0966997	47.4834	33.0828	56.3803	-20.7012	-12.2177	-18.3286	-9.65655	-52.6556	-50.1889	-32.3444	-31.9228	60.2542	55.9878	-16.093	-12.8122	9.09717	41.3094	2.95569	39.3016	45.5591	29.5433	29.2903	-0.289708	-15.5709	-4.91179	-48.4841	-27.892	76.9878	28.6783	42.0455	54.2185	53.5635	21.4298	-17.7564	-41.7866	-38.6172	-43.9564	-24.1785	-54.5698	30.3935	54.15	-10.0698	30.6675	
54.2143	87.9492	82.5079	79.0159	1.25556	4.31111	72.9079	61.6778	68.127	60.0476	79.0222	70.654	-0.2	20.3397	-16.1524	18.0349	76.8571	80.0635	78.8825	74.1714	34.2222	60.2667	22.546	55.7794	79.5365	78.9206	29.527	53.6317	15.2429	49.0286	40.1206	63.1048	26.7381	57.2063	-4.99841	-1.83333	68.3873	69.7524	37.2889	35.8905	73.4603	31.473	28.4254	38.9111	37.3032	-4.54286	81.6508	55.7778	50.9206	60.4381	47.7714	23.0984	58.3429	54.9206	27.9048	34.5349	
39.0873	82.2302	72.4841	71.7698	8.17937	2.36508	60.6032	51.6746	54.746	48.2619	71.1587	58.9762	2.88889	20.9524	-10.2397	17.1397	69.873	67.0476	74.0873	69.5397	43.381	64.3095	36.5476	55.746	67.254	61.4841	34.6667	61.8492	20.2381	52.4127	47.7143	65.3095	27.8889	65.3889	1.71746	13.2	52.1508	61.3492	33.0397	29.5476	59.3333	30.2063	31.873	48.7381	40.4825	2.18254	70.4921	59.5635	52.3016	65.8254	63.0556	41.0317	63.3254	51.3889	36.4841	36.4762	
38.746	5.95714	19.6	61.119	-40.1095	-0.742857	7.17937	12.3571	26.4397	31.7063	56.6921	54.954	-33.7556	-7.61429	-32.1429	-5.05397	3.44603	-0.879365	11.3443	-11.921	-52.2825	-35.2984	-56.9444	-38.5952	51.2667	34.4698	-45.3683	-24.546	-44.1429	-30.9921	-24.346	23.2524	-14.381	16.9651	-2.22381	-9.91587	-2.99365	4.52328	-31.9206	-26.3889	41.7794	-13.5048	-23.4286	4.96825	5.47143	-33.3175	8.57269	-37.754	-43.2063	-26.3019	-32.49	-52.4159	4.13333	5.38254	-41.4016	-9.35238	
37.5397	-1.40635	15.4111	47.9095	-22.0206	18.4286	-8.15397	9.81587	14.7413	26.8286	52.3333	48.2302	-23.873	7.03968	-14.6905	5.22857	-16.954	-16.2556	-21.9542	-20.8926	-44.0476	-30.1429	-47.0714	-26.8778	53.6651	35.4365	-38.8349	-19.5365	-35.8016	-23.8651	-8.89841	24.3714	1.67778	19.4175	15.9587	1.09683	-7.79048	-3.35155	-10.4603	-21.5841	36.4365	-9.1746	-4.3254	23.3873	21.2413	-11.4794	-3.24042	-36.3587	-36.0238	-40.519	-43.3107	-46.2	14.4143	16.6254	-28.4175	-0.179365	
62.6286	-15.4746	9.55714	37.7429	-16.4079	41.7651	13.4873	26.8222	19.0619	42.4365	32.3079	60.0952	-11.1524	35.8841	43.654	46.6889	-4.42698	-10.4397	-13.738	-0.280217	-25.3127	-19.6127	-16.2556	3.62857	22.8789	22.5762	-22.8508	8.08413	1.86667	20.1127	-8.09365	20.7943	40.5397	37.6111	31.9032	9.75714	3.35556	-16.282	0.842857	22.4079	43.1095	16.2413	29.7063	31.1079	54.2032	22.7762	-30.1791	-22.7571	10.5254	-27.9582	-1.84985	-47.2175	26.4492	49.1603	-28.5381	9.4873	
48.2905	-15.6921	-9.48254	6.42122	-13.9302	42.4175	5.19206	16.4746	7.96508	18.1159	28.4476	46.0302	-9.20317	28.273	6.10794	41.5222	-20.5556	-27.1032	-40.4455	-32.5748	-34.8778	-20.873	-21.2048	-4.06667	-2.46745	5.16667	-32.1032	-12.781	-12.5714	3.06984	-9.62063	11.7467	3.55397	18.9967	21.6683	11.8	-5.08413	-34.2265	-1.48095	8.4746	36.8619	-1.14444	19.4524	21.0889	41.3413	4.89524	-36.0178	-26.9841	-18.1206	-39.548	-24.9343	-32.1921	-6.20952	28.2492	-33.4587	-6.98254	
75.4508	-20.519	32.5167	36.3811	-5.59806	36.4281	-13.9683	7.20295	45.0858	56.8959	64.3157	73.0302	-1.52022	43.0034	15.9649	53.2058	-17.549	-39.7381	-40.1198	-24.7199	-44.6968	-36.2635	-29.954	-33.3333	38.8984	41.2911	-18.9605	-0.452665	12.1302	-3.9311	-4.52353	38.4744	9.01835	44.229	23.5598	16.9823	-15.4797	-12.0425	-23.6252	-25.8238	48.0503	26.6101	29.1462	41.7294	56.5084	11.9718	-27.0745	-35.0746	-28.9825	-34.6298	-40.8806	-58.0603	24.3946	24.5673	5.49321	19.2836	
45.2442	-18.2794	-15.2762	-2.88569	-7.34921	34.5306	-21.8492	-4.64762	11.3254	30.1127	24.5335	46.4978	-5.12381	23.0175	18.881	35.1451	-39.3968	-36.054	-44.0421	-40.0415	-43.1825	-33.2746	-32.6349	-33.0762	21.7933	3.82204	-32.3	-19.9857	-10.7651	-7.19683	0.914286	-4.63466	9.16349	15.1662	31.2506	17.3095	-29.0571	-31.066	-27.3508	-16.1714	20.7215	-5.49841	11.6889	22.2937	41.4091	13.1873	-40.6517	-40.881	-29.0873	-43.5744	-38.9636	-38.273	2.46508	24.1082	-20.9508	10.4952	
